"Notes","Year","Year Code","Single-Year Ages","Single-Year Ages Code","Sex","Sex Code",Deaths,Population,Crude Rate
,"2015","2015","< 1 year","0","Female","F",10447,1942904,537.7
,"2015","2015","< 1 year","0","Male","M",13008,2035134,639.2
,"2015","2015","1 year","1","Female","F",678,1939269,35.0
,"2015","2015","1 year","1","Male","M",913,2029295,45.0
,"2015","2015","2 years","2","Female","F",442,1939979,22.8
,"2015","2015","2 years","2","Male","M",565,2026604,27.9
,"2015","2015","3 years","3","Female","F",316,1943417,16.3
,"2015","2015","3 years","3","Male","M",462,2030644,22.8
,"2015","2015","4 years","4","Female","F",248,1964111,12.6
,"2015","2015","4 years","4","Male","M",341,2055924,16.6
,"2015","2015","5 years","5","Female","F",222,1967310,11.3
,"2015","2015","5 years","5","Male","M",321,2050848,15.7
,"2015","2015","6 years","6","Female","F",233,1968544,11.8
,"2015","2015","6 years","6","Male","M",283,2050663,13.8
,"2015","2015","7 years","7","Female","F",207,2031242,10.2
,"2015","2015","7 years","7","Male","M",241,2117118,11.4
,"2015","2015","8 years","8","Female","F",195,2039062,9.6
,"2015","2015","8 years","8","Male","M",269,2128825,12.6
,"2015","2015","9 years","9","Female","F",168,2021886,8.3
,"2015","2015","9 years","9","Male","M",263,2111678,12.5
,"2015","2015","10 years","10","Female","F",167,2017346,8.3
,"2015","2015","10 years","10","Male","M",274,2103943,13.0
,"2015","2015","11 years","11","Female","F",198,2023586,9.8
,"2015","2015","11 years","11","Male","M",266,2106742,12.6
,"2015","2015","12 years","12","Female","F",225,2010241,11.2
,"2015","2015","12 years","12","Male","M",293,2090780,14.0
,"2015","2015","13 years","13","Female","F",291,2001602,14.5
,"2015","2015","13 years","13","Male","M",394,2082704,18.9
,"2015","2015","14 years","14","Female","F",352,2049167,17.2
,"2015","2015","14 years","14","Male","M",549,2136219,25.7
,"2015","2015","15 years","15","Female","F",368,2076753,17.7
,"2015","2015","15 years","15","Male","M",723,2172989,33.3
,"2015","2015","16 years","16","Female","F",486,2045025,23.8
,"2015","2015","16 years","16","Male","M",988,2139271,46.2
,"2015","2015","17 years","17","Female","F",569,2049112,27.8
,"2015","2015","17 years","17","Male","M",1409,2145174,65.7
,"2015","2015","18 years","18","Female","F",743,2061954,36.0
,"2015","2015","18 years","18","Male","M",1841,2156041,85.4
,"2015","2015","19 years","19","Female","F",833,2078192,40.1
,"2015","2015","19 years","19","Male","M",2226,2184392,101.9
,"2015","2015","20 years","20","Female","F",866,2123067,40.8
,"2015","2015","20 years","20","Male","M",2500,2240373,111.6
,"2015","2015","21 years","21","Female","F",993,2166784,45.8
,"2015","2015","21 years","21","Male","M",2851,2290006,124.5
,"2015","2015","22 years","22","Female","F",1021,2197776,46.5
,"2015","2015","22 years","22","Male","M",3134,2331696,134.4
,"2015","2015","23 years","23","Female","F",1088,2264424,48.0
,"2015","2015","23 years","23","Male","M",3251,2387842,136.1
,"2015","2015","24 years","24","Female","F",1181,2319408,50.9
,"2015","2015","24 years","24","Male","M",3423,2417937,141.6
,"2015","2015","25 years","25","Female","F",1285,2322049,55.3
,"2015","2015","25 years","25","Male","M",3471,2407515,144.2
,"2015","2015","26 years","26","Female","F",1260,2233433,56.4
,"2015","2015","26 years","26","Male","M",3296,2310983,142.6
,"2015","2015","27 years","27","Female","F",1327,2185163,60.7
,"2015","2015","27 years","27","Male","M",3412,2254603,151.3
,"2015","2015","28 years","28","Female","F",1386,2149931,64.5
,"2015","2015","28 years","28","Male","M",3364,2214738,151.9
,"2015","2015","29 years","29","Female","F",1467,2161579,67.9
,"2015","2015","29 years","29","Male","M",3630,2221560,163.4
,"2015","2015","30 years","30","Female","F",1601,2185746,73.2
,"2015","2015","30 years","30","Male","M",3506,2231463,157.1
,"2015","2015","31 years","31","Female","F",1641,2125468,77.2
,"2015","2015","31 years","31","Male","M",3575,2152765,166.1
,"2015","2015","32 years","32","Female","F",1848,2162451,85.5
,"2015","2015","32 years","32","Male","M",3738,2181163,171.4
,"2015","2015","33 years","33","Female","F",1926,2166123,88.9
,"2015","2015","33 years","33","Male","M",3832,2175631,176.1
,"2015","2015","34 years","34","Female","F",1995,2146121,93.0
,"2015","2015","34 years","34","Male","M",3957,2148717,184.2
,"2015","2015","35 years","35","Female","F",2064,2180134,94.7
,"2015","2015","35 years","35","Male","M",4026,2199270,183.1
,"2015","2015","36 years","36","Female","F",2243,2055478,109.1
,"2015","2015","36 years","36","Male","M",3949,2053297,192.3
,"2015","2015","37 years","37","Female","F",2206,2017940,109.3
,"2015","2015","37 years","37","Male","M",4015,2010463,199.7
,"2015","2015","38 years","38","Female","F",2387,2003325,119.2
,"2015","2015","38 years","38","Male","M",4058,1983816,204.6
,"2015","2015","39 years","39","Female","F",2327,1944284,119.7
,"2015","2015","39 years","39","Male","M",4142,1926578,215.0
,"2015","2015","40 years","40","Female","F",2602,2000626,130.1
,"2015","2015","40 years","40","Male","M",4282,1989213,215.3
,"2015","2015","41 years","41","Female","F",2833,1946164,145.6
,"2015","2015","41 years","41","Male","M",4547,1919064,236.9
,"2015","2015","42 years","42","Female","F",3182,1981947,160.5
,"2015","2015","42 years","42","Male","M",4933,1942311,254.0
,"2015","2015","43 years","43","Female","F",3488,2068346,168.6
,"2015","2015","43 years","43","Male","M",5401,2032362,265.7
,"2015","2015","44 years","44","Female","F",4086,2187962,186.7
,"2015","2015","44 years","44","Male","M",6317,2147203,294.2
,"2015","2015","45 years","45","Female","F",4386,2206861,198.7
,"2015","2015","45 years","45","Male","M",6635,2182484,304.0
,"2015","2015","46 years","46","Female","F",4655,2095675,222.1
,"2015","2015","46 years","46","Male","M",7135,2064898,345.5
,"2015","2015","47 years","47","Female","F",4891,2054083,238.1
,"2015","2015","47 years","47","Male","M",7407,2019602,366.8
,"2015","2015","48 years","48","Female","F",5534,2062616,268.3
,"2015","2015","48 years","48","Male","M",8202,2015073,407.0
,"2015","2015","49 years","49","Female","F",6104,2099680,290.7
,"2015","2015","49 years","49","Male","M",9428,2052872,459.3
,"2015","2015","50 years","50","Female","F",7051,2227286,316.6
,"2015","2015","50 years","50","Male","M",10767,2173002,495.5
,"2015","2015","51 years","51","Female","F",7852,2276939,344.8
,"2015","2015","51 years","51","Male","M",12164,2202725,552.2
,"2015","2015","52 years","52","Female","F",8731,2279256,383.1
,"2015","2015","52 years","52","Male","M",13209,2195088,601.8
,"2015","2015","53 years","53","Female","F",9482,2277046,416.4
,"2015","2015","53 years","53","Male","M",14524,2186448,664.3
,"2015","2015","54 years","54","Female","F",10261,2309943,444.2
,"2015","2015","54 years","54","Male","M",16076,2206584,728.5
,"2015","2015","55 years","55","Female","F",10922,2324887,469.8
,"2015","2015","55 years","55","Male","M",17123,2228498,768.4
,"2015","2015","56 years","56","Female","F",11834,2255835,524.6
,"2015","2015","56 years","56","Male","M",18224,2143285,850.3
,"2015","2015","57 years","57","Female","F",12584,2246694,560.1
,"2015","2015","57 years","57","Male","M",19693,2124551,926.9
,"2015","2015","58 years","58","Female","F",13361,2228294,599.6
,"2015","2015","58 years","58","Male","M",20611,2092228,985.1
,"2015","2015","59 years","59","Female","F",13716,2154665,636.6
,"2015","2015","59 years","59","Male","M",21521,2009005,1071.2
,"2015","2015","60 years","60","Female","F",14201,2138784,664.0
,"2015","2015","60 years","60","Male","M",22515,1987008,1133.1
,"2015","2015","61 years","61","Female","F",14911,2060944,723.5
,"2015","2015","61 years","61","Male","M",23323,1893657,1231.6
,"2015","2015","62 years","62","Female","F",15645,1986021,787.8
,"2015","2015","62 years","62","Male","M",24065,1815914,1325.2
,"2015","2015","63 years","63","Female","F",16212,1909879,848.8
,"2015","2015","63 years","63","Male","M",25306,1741514,1453.1
,"2015","2015","64 years","64","Female","F",16773,1857069,903.2
,"2015","2015","64 years","64","Male","M",25245,1679087,1503.5
,"2015","2015","65 years","65","Female","F",17507,1812107,966.1
,"2015","2015","65 years","65","Male","M",25976,1637936,1585.9
,"2015","2015","66 years","66","Female","F",18684,1760795,1061.1
,"2015","2015","66 years","66","Male","M",26986,1583339,1704.4
,"2015","2015","67 years","67","Female","F",20246,1741227,1162.7
,"2015","2015","67 years","67","Male","M",28284,1562960,1809.6
,"2015","2015","68 years","68","Female","F",22174,1812428,1223.4
,"2015","2015","68 years","68","Male","M",30528,1623929,1879.9
,"2015","2015","69 years","69","Female","F",19241,1344721,1430.9
,"2015","2015","69 years","69","Male","M",25856,1188026,2176.4
,"2015","2015","70 years","70","Female","F",20339,1329818,1529.5
,"2015","2015","70 years","70","Male","M",26504,1162672,2279.6
,"2015","2015","71 years","71","Female","F",22047,1298089,1698.4
,"2015","2015","71 years","71","Male","M",28756,1123102,2560.4
,"2015","2015","72 years","72","Female","F",24821,1328954,1867.7
,"2015","2015","72 years","72","Male","M",30898,1140651,2708.8
,"2015","2015","73 years","73","Female","F",23855,1162411,2052.2
,"2015","2015","73 years","73","Male","M",29580,983641,3007.2
,"2015","2015","74 years","74","Female","F",23755,1067619,2225.0
,"2015","2015","74 years","74","Male","M",28979,886092,3270.4
,"2015","2015","75 years","75","Female","F",24903,1010164,2465.2
,"2015","2015","75 years","75","Male","M",29511,829659,3557.0
,"2015","2015","76 years","76","Female","F",25854,947283,2729.3
,"2015","2015","76 years","76","Male","M",30203,774758,3898.4
,"2015","2015","77 years","77","Female","F",27548,910536,3025.5
,"2015","2015","77 years","77","Male","M",31079,728549,4265.9
,"2015","2015","78 years","78","Female","F",28172,840960,3350.0
,"2015","2015","78 years","78","Male","M",31046,659853,4705.0
,"2015","2015","79 years","79","Female","F",30209,803984,3757.4
,"2015","2015","79 years","79","Male","M",31880,618087,5157.8
,"2015","2015","80 years","80","Female","F",32182,772956,4163.5
,"2015","2015","80 years","80","Male","M",33120,578240,5727.7
,"2015","2015","81 years","81","Female","F",32253,693056,4653.7
,"2015","2015","81 years","81","Male","M",32996,507988,6495.4
,"2015","2015","82 years","82","Female","F",35303,671319,5258.8
,"2015","2015","82 years","82","Male","M",33750,477629,7066.2
,"2015","2015","83 years","83","Female","F",37496,640387,5855.2
,"2015","2015","83 years","83","Male","M",34644,442175,7834.9
,"2015","2015","84 years","84","Female","F",39800,608958,6535.8
,"2015","2015","84 years","84","Male","M",35617,406633,8759.0
,"2015","2015","85 years","85","Female","F",42054,Not Applicable,Not Applicable
,"2015","2015","85 years","85","Male","M",35498,Not Applicable,Not Applicable
,"2015","2015","86 years","86","Female","F",43027,Not Applicable,Not Applicable
,"2015","2015","86 years","86","Male","M",34676,Not Applicable,Not Applicable
,"2015","2015","87 years","87","Female","F",45252,Not Applicable,Not Applicable
,"2015","2015","87 years","87","Male","M",34900,Not Applicable,Not Applicable
,"2015","2015","88 years","88","Female","F",45915,Not Applicable,Not Applicable
,"2015","2015","88 years","88","Male","M",33152,Not Applicable,Not Applicable
,"2015","2015","89 years","89","Female","F",45567,Not Applicable,Not Applicable
,"2015","2015","89 years","89","Male","M",30706,Not Applicable,Not Applicable
,"2015","2015","90 years","90","Female","F",45974,Not Applicable,Not Applicable
,"2015","2015","90 years","90","Male","M",28690,Not Applicable,Not Applicable
,"2015","2015","91 years","91","Female","F",43774,Not Applicable,Not Applicable
,"2015","2015","91 years","91","Male","M",25871,Not Applicable,Not Applicable
,"2015","2015","92 years","92","Female","F",40511,Not Applicable,Not Applicable
,"2015","2015","92 years","92","Male","M",22541,Not Applicable,Not Applicable
,"2015","2015","93 years","93","Female","F",37836,Not Applicable,Not Applicable
,"2015","2015","93 years","93","Male","M",19604,Not Applicable,Not Applicable
,"2015","2015","94 years","94","Female","F",33025,Not Applicable,Not Applicable
,"2015","2015","94 years","94","Male","M",15970,Not Applicable,Not Applicable
,"2015","2015","95 years","95","Female","F",28012,Not Applicable,Not Applicable
,"2015","2015","95 years","95","Male","M",12316,Not Applicable,Not Applicable
,"2015","2015","96 years","96","Female","F",21971,Not Applicable,Not Applicable
,"2015","2015","96 years","96","Male","M",8722,Not Applicable,Not Applicable
,"2015","2015","97 years","97","Female","F",18143,Not Applicable,Not Applicable
,"2015","2015","97 years","97","Male","M",6574,Not Applicable,Not Applicable
,"2015","2015","98 years","98","Female","F",14032,Not Applicable,Not Applicable
,"2015","2015","98 years","98","Male","M",4474,Not Applicable,Not Applicable
,"2015","2015","99 years","99","Female","F",10313,Not Applicable,Not Applicable
,"2015","2015","99 years","99","Male","M",3071,Not Applicable,Not Applicable
,"2015","2015","100+ years","100","Female","F",22591,Not Applicable,Not Applicable
,"2015","2015","100+ years","100","Male","M",4939,Not Applicable,Not Applicable
,"2015","2015","Not Stated","NS","Female","F",43,Not Applicable,Not Applicable
,"2015","2015","Not Stated","NS","Male","M",95,Not Applicable,Not Applicable
,"2016","2016","< 1 year","0","Female","F",10294,1939667,530.7
,"2016","2016","< 1 year","0","Male","M",12867,2030478,633.7
,"2016","2016","1 year","1","Female","F",694,1953850,35.5
,"2016","2016","1 year","1","Male","M",874,2041158,42.8
,"2016","2016","2 years","2","Female","F",474,1949132,24.3
,"2016","2016","2 years","2","Male","M",572,2043022,28.0
,"2016","2016","3 years","3","Female","F",323,1947408,16.6
,"2016","2016","3 years","3","Male","M",468,2034666,23.0
,"2016","2016","4 years","4","Female","F",298,1950127,15.3
,"2016","2016","4 years","4","Male","M",342,2037529,16.8
,"2016","2016","5 years","5","Female","F",256,1970381,13.0
,"2016","2016","5 years","5","Male","M",290,2062134,14.1
,"2016","2016","6 years","6","Female","F",206,1973241,10.4
,"2016","2016","6 years","6","Male","M",282,2056414,13.7
,"2016","2016","7 years","7","Female","F",240,1974326,12.2
,"2016","2016","7 years","7","Male","M",271,2055665,13.2
,"2016","2016","8 years","8","Female","F",194,2037098,9.5
,"2016","2016","8 years","8","Male","M",289,2122016,13.6
,"2016","2016","9 years","9","Female","F",217,2044830,10.6
,"2016","2016","9 years","9","Male","M",245,2133694,11.5
,"2016","2016","10 years","10","Female","F",189,2027418,9.3
,"2016","2016","10 years","10","Male","M",276,2116601,13.0
,"2016","2016","11 years","11","Female","F",227,2022731,11.2
,"2016","2016","11 years","11","Male","M",279,2108491,13.2
,"2016","2016","12 years","12","Female","F",221,2028493,10.9
,"2016","2016","12 years","12","Male","M",313,2111065,14.8
,"2016","2016","13 years","13","Female","F",258,2014600,12.8
,"2016","2016","13 years","13","Male","M",387,2095103,18.5
,"2016","2016","14 years","14","Female","F",354,2006259,17.6
,"2016","2016","14 years","14","Male","M",509,2087472,24.4
,"2016","2016","15 years","15","Female","F",399,2054841,19.4
,"2016","2016","15 years","15","Male","M",771,2142150,36.0
,"2016","2016","16 years","16","Female","F",507,2084083,24.3
,"2016","2016","16 years","16","Male","M",1073,2181141,49.2
,"2016","2016","17 years","17","Female","F",613,2054585,29.8
,"2016","2016","17 years","17","Male","M",1442,2150416,67.1
,"2016","2016","18 years","18","Female","F",776,2060801,37.7
,"2016","2016","18 years","18","Male","M",2040,2158502,94.5
,"2016","2016","19 years","19","Female","F",804,2073843,38.8
,"2016","2016","19 years","19","Male","M",2387,2169637,110.0
,"2016","2016","20 years","20","Female","F",901,2088855,43.1
,"2016","2016","20 years","20","Male","M",2602,2197366,118.4
,"2016","2016","21 years","21","Female","F",1032,2133830,48.4
,"2016","2016","21 years","21","Male","M",3150,2253024,139.8
,"2016","2016","22 years","22","Female","F",1107,2178862,50.8
,"2016","2016","22 years","22","Male","M",3275,2302042,142.3
,"2016","2016","23 years","23","Female","F",1198,2210629,54.2
,"2016","2016","23 years","23","Male","M",3524,2342323,150.4
,"2016","2016","24 years","24","Female","F",1225,2277787,53.8
,"2016","2016","24 years","24","Male","M",3749,2396310,156.4
,"2016","2016","25 years","25","Female","F",1379,2332540,59.1
,"2016","2016","25 years","25","Male","M",3924,2425812,161.8
,"2016","2016","26 years","26","Female","F",1476,2333494,63.3
,"2016","2016","26 years","26","Male","M",3798,2413760,157.3
,"2016","2016","27 years","27","Female","F",1536,2243248,68.5
,"2016","2016","27 years","27","Male","M",3927,2315958,169.6
,"2016","2016","28 years","28","Female","F",1564,2193389,71.3
,"2016","2016","28 years","28","Male","M",4030,2258118,178.5
,"2016","2016","29 years","29","Female","F",1587,2156739,73.6
,"2016","2016","29 years","29","Male","M",3832,2217826,172.8
,"2016","2016","30 years","30","Female","F",1725,2167435,79.6
,"2016","2016","30 years","30","Male","M",3960,2224720,178.0
,"2016","2016","31 years","31","Female","F",1907,2190224,87.1
,"2016","2016","31 years","31","Male","M",4011,2233583,179.6
,"2016","2016","32 years","32","Female","F",1977,2128886,92.9
,"2016","2016","32 years","32","Male","M",4147,2154190,192.5
,"2016","2016","33 years","33","Female","F",2022,2164564,93.4
,"2016","2016","33 years","33","Male","M",4219,2181222,193.4
,"2016","2016","34 years","34","Female","F",2186,2166986,100.9
,"2016","2016","34 years","34","Male","M",4409,2174549,202.8
,"2016","2016","35 years","35","Female","F",2318,2146149,108.0
,"2016","2016","35 years","35","Male","M",4468,2146976,208.1
,"2016","2016","36 years","36","Female","F",2461,2179618,112.9
,"2016","2016","36 years","36","Male","M",4564,2195944,207.8
,"2016","2016","37 years","37","Female","F",2441,2054543,118.8
,"2016","2016","37 years","37","Male","M",4560,2048955,222.6
,"2016","2016","38 years","38","Female","F",2606,2016225,129.3
,"2016","2016","38 years","38","Male","M",4567,2005894,227.7
,"2016","2016","39 years","39","Female","F",2642,2000928,132.0
,"2016","2016","39 years","39","Male","M",4650,1978673,235.0
,"2016","2016","40 years","40","Female","F",2739,1941028,141.1
,"2016","2016","40 years","40","Male","M",4597,1921122,239.3
,"2016","2016","41 years","41","Female","F",2863,1996568,143.4
,"2016","2016","41 years","41","Male","M",4927,1983028,248.5
,"2016","2016","42 years","42","Female","F",3134,1941928,161.4
,"2016","2016","42 years","42","Male","M",4954,1912625,259.0
,"2016","2016","43 years","43","Female","F",3495,1977320,176.8
,"2016","2016","43 years","43","Male","M",5708,1934987,295.0
,"2016","2016","44 years","44","Female","F",3878,2063086,188.0
,"2016","2016","44 years","44","Male","M",6220,2024559,307.2
,"2016","2016","45 years","45","Female","F",4549,2181652,208.5
,"2016","2016","45 years","45","Male","M",6937,2137964,324.5
,"2016","2016","46 years","46","Female","F",4860,2199725,220.9
,"2016","2016","46 years","46","Male","M",7499,2172236,345.2
,"2016","2016","47 years","47","Female","F",4931,2088622,236.1
,"2016","2016","47 years","47","Male","M",7800,2054342,379.7
,"2016","2016","48 years","48","Female","F",5386,2046863,263.1
,"2016","2016","48 years","48","Male","M",8380,2008211,417.3
,"2016","2016","49 years","49","Female","F",6090,2054806,296.4
,"2016","2016","49 years","49","Male","M",9153,2003202,456.9
,"2016","2016","50 years","50","Female","F",6721,2091455,321.4
,"2016","2016","50 years","50","Male","M",10279,2039838,503.9
,"2016","2016","51 years","51","Female","F",7660,2217966,345.4
,"2016","2016","51 years","51","Male","M",11557,2157926,535.6
,"2016","2016","52 years","52","Female","F",8543,2266189,377.0
,"2016","2016","52 years","52","Male","M",13268,2186447,606.8
,"2016","2016","53 years","53","Female","F",9477,2267892,417.9
,"2016","2016","53 years","53","Male","M",14413,2177713,661.8
,"2016","2016","54 years","54","Female","F",10213,2265370,450.8
,"2016","2016","54 years","54","Male","M",15800,2168260,728.7
,"2016","2016","55 years","55","Female","F",11212,2297597,488.0
,"2016","2016","55 years","55","Male","M",17335,2186968,792.6
,"2016","2016","56 years","56","Female","F",11931,2311661,516.1
,"2016","2016","56 years","56","Male","M",18283,2207097,828.4
,"2016","2016","57 years","57","Female","F",12662,2241986,564.8
,"2016","2016","57 years","57","Male","M",19808,2120821,934.0
,"2016","2016","58 years","58","Female","F",13403,2232174,600.4
,"2016","2016","58 years","58","Male","M",20868,2100779,993.3
,"2016","2016","59 years","59","Female","F",14288,2213284,645.6
,"2016","2016","59 years","59","Male","M",22356,2067741,1081.2
,"2016","2016","60 years","60","Female","F",14892,2139267,696.1
,"2016","2016","60 years","60","Male","M",22875,1984701,1152.6
,"2016","2016","61 years","61","Female","F",15278,2122487,719.8
,"2016","2016","61 years","61","Male","M",24337,1961475,1240.7
,"2016","2016","62 years","62","Female","F",16291,2044245,796.9
,"2016","2016","62 years","62","Male","M",24890,1867184,1333.0
,"2016","2016","63 years","63","Female","F",16695,1968870,847.9
,"2016","2016","63 years","63","Male","M",25337,1788512,1416.7
,"2016","2016","64 years","64","Female","F",17409,1892535,919.9
,"2016","2016","64 years","64","Male","M",26295,1713760,1534.3
,"2016","2016","65 years","65","Female","F",17934,1839731,974.8
,"2016","2016","65 years","65","Male","M",26756,1651159,1620.4
,"2016","2016","66 years","66","Female","F",18641,1794239,1038.9
,"2016","2016","66 years","66","Male","M",27052,1609408,1680.9
,"2016","2016","67 years","67","Female","F",20160,1741373,1157.7
,"2016","2016","67 years","67","Male","M",28132,1553893,1810.4
,"2016","2016","68 years","68","Female","F",21599,1719694,1256.0
,"2016","2016","68 years","68","Male","M",29863,1532242,1949.0
,"2016","2016","69 years","69","Female","F",23932,1788127,1338.4
,"2016","2016","69 years","69","Male","M",32586,1590217,2049.2
,"2016","2016","70 years","70","Female","F",20393,1325617,1538.4
,"2016","2016","70 years","70","Male","M",26854,1161594,2311.8
,"2016","2016","71 years","71","Female","F",21484,1310054,1639.9
,"2016","2016","71 years","71","Male","M",28167,1135596,2480.4
,"2016","2016","72 years","72","Female","F",23542,1276783,1843.9
,"2016","2016","72 years","72","Male","M",29906,1094469,2732.5
,"2016","2016","73 years","73","Female","F",26233,1304712,2010.6
,"2016","2016","73 years","73","Male","M",32437,1108935,2925.1
,"2016","2016","74 years","74","Female","F",25420,1138891,2232.0
,"2016","2016","74 years","74","Male","M",30989,953596,3249.7
,"2016","2016","75 years","75","Female","F",25708,1043735,2463.1
,"2016","2016","75 years","75","Male","M",30756,856476,3591.0
,"2016","2016","76 years","76","Female","F",25901,984932,2629.7
,"2016","2016","76 years","76","Male","M",30677,799334,3837.8
,"2016","2016","77 years","77","Female","F",27585,920921,2995.4
,"2016","2016","77 years","77","Male","M",31459,743645,4230.4
,"2016","2016","78 years","78","Female","F",28945,882532,3279.8
,"2016","2016","78 years","78","Male","M",31783,696383,4564.0
,"2016","2016","79 years","79","Female","F",29905,812156,3682.2
,"2016","2016","79 years","79","Male","M",32176,627781,5125.4
,"2016","2016","80 years","80","Female","F",31952,773313,4131.8
,"2016","2016","80 years","80","Male","M",33035,584947,5647.5
,"2016","2016","81 years","81","Female","F",33568,740254,4534.7
,"2016","2016","81 years","81","Male","M",33672,544044,6189.2
